0	uniprot	bnum
gene791	P13000	b0778
gene792	P0A8F8	b0779
gene793	P75767	b0780
gene794	P30745	b0781
gene795	P0AEZ9	b0782
gene796	P0A738	b0783
gene797	P30748	b0784
gene798	P30749	b0785
gene799	P0AAC4	b0786
gene8	P0AF03	b0009
gene80	P22186	b0081
gene800	P75769	b0787
gene801	P75770	b0788
gene802	P0AA84	b0789
gene803	P0AAW1	b0790
gene804	P0AAW5	b0791
gene805	P0AFP9	b0792
gene806	P0AFQ2	b0793
gene807	P0A9U1	b0794
gene808	P75777	b0795
gene809	P0ACU0	b0796
gene81	P60390	b0082
gene810	P25888	b0797
gene811	P30176	b0798
gene812	P27296	b0799
gene813	P30177	b0800
gene814	P30178	b0801
gene815	P0AAX3	b0802
gene816	P41039	b0803
gene817	P75779	b0804
gene818	P75780	b0805
gene819	P0AAX6	b0806
gene82	P0AEN4	b0083
gene820	P75782	b0807
gene821	P75783	b0808
gene822	P10346	b0809
gene823	P0AEQ6	b0810
gene824	P0AEQ3	b0811
gene825	P0ABT2	b0812
gene826	P0AA67	b0813
gene827	P0A917	b0814
gene828	P75785	b0815
gene829	P0DKB3	b4705
gene83	P0AD68	b0084
gene830	P0A9F1	b0817
gene831	P75788	b0818
gene832	P0AAX8	b0819
gene833	P0A9U3	b0820
gene834	P75791	b0821
gene835	P75792	b0822
gene836	P75793	b0823
gene837	P75794	b0824
gene838	P78055	b0825
gene839	P12282	b0826
gene84	P22188	b0085
gene840	P12281	b0827
gene841	P37595	b0828
gene842	P75796	b0829
gene843	P75797	b0830
gene844	P75798	b0831
gene845	P75799	b0832
gene846	P75800	b0833
gene847	P75801	b0834
gene848	P0AEI4	b0835
gene849	P0AAY1	b0836
gene85	P11880	b0086
gene850	P75804	b0837
gene851	P0ACA7	b0838
gene852	P08506	b0839
gene853	P0ACK5	b0840
gene854	P75806	b0841
gene855	P0AEY8	b0842
gene856	P0AAY4	b0843
gene857	P75809	b0844
gene858	P75810	b0845
gene859	P75811	b0846
gene86	P0A6W3	b0087
gene861	P60869	b0847
gene862	P64439	b0848
gene863	P68688	b0849
gene864	P46119	b0850
gene865	P17117	b0851
gene866	P0C0U4	b0852
gene867	P0AAY6	b0853
gene868	P31133	b0854
gene869	P31134	b0855
gene87	P14900	b0088
gene870	P31135	b0856
gene871	P0AFL1	b0857
gene872	P0AAZ0	b0858
gene873	P75817	b0859
gene874	P30860	b0860
gene875	P0AE30	b0861
gene876	P0AE34	b0862
gene877	P30859	b0863
gene878	P0AAF6	b0864
gene879	P75818	b0865
gene88	P0ABG4	b0089
gene880	P0A8C1	b0866
gene881	P75820	b0867
gene882	P75821	b0868
gene883	P75822	b0869
gene884	P75823	b0870
gene885	P07003	b0871
gene886	P75824	b0872
gene887	P75825	b0873
gene888	P75826	b0874
gene889	P60844	b0875
gene89	P17443	b0090
gene890	P75828	b0876
gene891	P75829	b0877
gene892	P75830	b0878
gene893	P75831	b0879
gene894	P0A968	b0880
gene895	P0A8Q6	b0881
gene896	P0ABH9	b0882
gene898	P69222	b0884
gene899	P0A8P1	b0885
gene9	P0AC98	b0010
gene90	P17952	b0091
gene900	P23886	b0886
gene901	P29018	b0887
gene902	P0A9P4	b0888
gene903	P0ACJ0	b0889
gene904	P46889	b0890
gene905	P61316	b0891
gene906	P0AAZ4	b0892
gene907	P0A8L1	b0893
gene908	P18775	b0894
gene909	P18776	b0895
gene91	P07862	b0092
gene910	P18777	b0896
gene911	P21367	b0897
gene912	P21503	b0898
gene913	P75835	b0899
gene914	P75836	b0900
gene915	P43340	b0901
gene916	P0A9N4	b0902
gene917	P09373	b0903
gene918	P0AC23	b0904
gene919	P75838	b0905
gene92	P06136	b0093
gene920	P75839	b0906
gene921	P23721	b0907
gene922	P0A6D3	b0908
gene923	P43674	b0909
gene924	P0A6I0	b0910
gene925	P0AG67	b0911
gene926	P0A6Y1	b0912
gene927	P37443	b0913
gene928	P60752	b0914
gene929	P27300	b0915
gene93	P0ABH0	b0094
gene930	P75843	b0916
gene931	P0AAZ7	b0917
gene932	P04951	b0918
gene933	P0AB03	b0919
gene934	P0AB01	b0920
gene935	P36566	b0921
gene936	P60293	b0922
gene937	P22524	b0923
gene938	P22523	b0924
gene939	P22525	b0925
gene94	P0A9A6	b0095
gene940	P0AB06	b0926
gene941	P75849	b0927
gene942	P00509	b0928
gene943	P02931	b0929
gene944	P0A8M0	b0930
gene945	P18133	b0931
gene946	P04825	b0932
gene947	P0AAI1	b0933
gene948	P75851	b0934
gene949	P80645	b0935
gene95	P0A725	b0096
gene950	P75853	b0936
gene951	P80644	b0937
gene952	P75855	b0938
gene953	P75856	b0939
gene954	P75857	b0940
gene955	P75858	b0941
gene956	P75859	b0942
gene957	P75860	b0943
gene958	P40876	b0944
gene959	P0A7E1	b0945
gene96	P62395	b0097
gene960	P75862	b0946
gene961	P75863	b0947
gene962	P75864	b0948
gene963	P43672	b0949
gene964	P0AFL9	b0950
gene965	P43671	b0951
gene966	P0AB10	b0952
gene967	P0AFW2	b0953
gene968	P0A6Q3	b0954
gene969	P75867	b0955
gene97	P10408	b0098
gene970	P0A8N0	b0956
gene971	P0A910	b0957
gene972	P0AFZ5	b0958
gene973	P75869	b0959
gene974	P75870	b0960
gene975	P0AB12	b0961
gene976	P15038	b0962
gene977	P0A731	b0963
gene978	P0A8X4	b0964
gene979	P75874	b0965
gene98	P08337	b0099
gene980	P0AB20	b0966
gene981	P75876	b0967
gene982	P0AB65	b0968
gene983	P0AB18	b0969
gene984	P0AAC6	b0970
gene986	P69739	b0972
gene987	P0ACD8	b0973
gene988	P0AAM1	b0974
gene989	P19930	b0975
gene99	P0A8H8	b0101
gene990	P19931	b0976
gene991	P19932	b0977
gene992	P26459	b0978
gene993	P26458	b0979
gene994	P24244	b4592
gene995	P07102	b0980
gene996	P38134	b0981
gene997	P0ACZ2	b0982
gene998	P0A932	b0983
gene999	P75882	b0984
